,t25_i_dlcm_1,t25_i_dlcm_4,tn40_i_dlcm_1,tn40_i_dlcm_4,t125_i_dlcm_1,t125_i_dlcm_4,t25_i_dlcm2_1,t25_i_dlcm2_4,tn40_i_dlcm2_1,tn40_i_dlcm2_4,t125_i_dlcm2_1,t125_i_dlcm2_4,t25_i_lcm_1,t25_i_lcm_4,tn40_i_lcm_1,tn40_i_lcm_4,t125_i_lcm_1,t125_i_lcm_4,name,type,time,OK
0,1.0186380000000002,0.9940659,1.01583,0.9639030000000001,1.018203,1.0162060000000002,0.977263,0.9565052,0.996564,0.9520517,0.9572280000000001,0.9675056000000001,1.027253,1.05322,1.01999,1.0372119999999998,1.030139,1.056656,dc_SchGtAmcttTtVt_29,Sch,Mon Nov 21 21:46:45 2022,False
1,0.8800886,1.024586,0.8765749,1.009167,0.8865533,1.033314,0.9954935999999999,0.9512911000000001,1.007077,0.9612639,0.9989514999999999,0.9480694000000001,1.0841919999999998,0.999251,1.070877,0.9953536000000001,1.0899459999999999,1.000762,dc_SchGtAmcttTtVt_28,Sch,Mon Nov 21 21:46:34 2022,False
2,0.8965761,0.9644682000000001,0.8616558999999999,0.9767116,0.9225774999999999,0.965834,1.033987,1.0380850000000001,1.0600649999999998,1.010505,1.002495,1.052525,1.016027,0.9978743999999999,1.010618,0.9950161999999999,1.01515,0.9994113,dc_SchGtAmcttTtVt_27,Sch,Mon Nov 21 21:46:22 2022,False
3,0.9735346,1.0700319999999999,0.9385498999999999,1.0787449999999998,1.009276,1.059785,1.029811,1.035849,1.039217,1.026486,1.008679,1.041277,1.058251,0.9889704999999999,1.060152,0.9889683999999999,1.05776,0.989078,dc_SchGtAmcttTtVt_26,Sch,Mon Nov 21 21:46:10 2022,False
4,0.9732698999999999,1.021516,0.9977732,1.023046,0.9595176,1.016923,1.078578,1.009029,1.089446,0.983962,1.073999,1.016878,1.037873,1.018284,1.025353,1.024344,1.046041,1.0129620000000001,dc_SchGtAmcttTtVt_25,Sch,Mon Nov 21 21:45:58 2022,False
5,1.090843,1.02867,1.094941,1.0184419999999998,1.0906909999999999,1.032712,1.038038,1.009295,1.037563,1.02447,1.033319,0.9964755999999999,0.9368712,0.9749161,0.9383593,0.9828013,0.9431753,0.9713140000000001,dc_SchGtAmcttTtVt_24,Sch,Mon Nov 21 21:45:46 2022,False
6,1.063598,0.9627935000000001,1.066212,0.9671683,1.067906,0.9599772,0.9468088,0.9858005000000001,0.9323011999999999,0.9837621,0.9564586,0.9903742000000001,1.071496,0.9420663,1.076462,0.9528869999999999,1.064986,0.9421901,dc_SchGtAmcttTtVt_23,Sch,Mon Nov 21 21:45:33 2022,False
7,1.020344,0.9286293,1.011101,0.944412,1.0354249999999998,0.917725,1.037449,1.012006,1.0217939999999999,0.9913479000000001,1.0451270000000001,1.026759,0.9744215999999999,0.9550495,0.991257,0.9705384,0.9754295000000001,0.9482397,dc_SchGtAmcttTtVt_22,Sch,Mon Nov 21 21:45:22 2022,False
8,0.9698562,0.9624371,0.9772849,0.959013,0.9641623,0.9761527999999999,0.8825149,1.007143,0.9010631,1.010258,0.8632943000000001,1.0074750000000001,0.9620171000000001,0.9373258,0.9692139999999999,0.9425473999999999,0.9556419999999999,0.9385747999999999,dc_SchGtAmcttTtVt_21,Sch,Mon Nov 21 21:34:57 2022,False
9,1.110647,0.881195,1.124316,0.8978664,1.089128,0.8727312,1.0695729999999999,0.9936609,1.066978,0.9744166999999999,1.073814,1.0082280000000001,1.054857,0.9864946000000001,1.070373,0.9819594999999999,1.031554,0.9896018,dc_SchGtAmcttTtVt_20,Sch,Mon Nov 21 21:34:40 2022,False
